industry,heading,category1,category2,category3,category4,category5,default_sentence
建設・資材 ,リスク管理に関する事項,気候関連リスク,コンプライアンスリスク,リスク管理委員会,リスク最小化の方針,その他,"当社は、建設・資材業界特有のリスク管理とサステナビリティ向上に注力しています。これは、市場の変動性、環境への配慮、法令順守の必須性、そして社会的責任の全うに貢献するためです。特に、環境保護と資源の有効活用は私たちの業務において重要な要素であり、持続可能性の確保と利益の最大化を両立させるための経営戦略を取り入れています。

気候関連リスクにおいては、当社は環境的持続可能性を踏まえた戦略的な対応を実施しています。具体的には、2030年までにCO2排出量を現在のレベルから50%削減することを目標とした「クリーン・コンストラクション・チャレンジ（CCC）」を推進し、当社の全建設プロジェクトで使用される資材および機器の総エネルギー消費量の最適化を図っています。さらに、リサイクル可能な建材の利用率を80%まで引き上げることで、廃棄物の削減と資源循環を目指しています。

コンプライアンスリスクに関しては、法規制の厳格化とともに、私たちの業務遂行における法的要件への遵守を徹底しています。これを支えるために「コンプライアンス・エクセレンス・プログラム（CEP）」が立ち上げられ、新たに制定される建設業界の法規制や国際基準に迅速に適応し、違反リスクの排除を目指しております。このプログラムには、当社の建設現場における労働安全基準の徹底や、サプライヤーとの取引に関わる調達ガイドラインの厳守も含まれています。

リスク管理委員会においては、定期的な会合を通じてリスクの早期発見と分析を行なっています。当委員会では、経済的リスクから環境リスク、技術的リスクまで、その受容範囲を定め、予防的な対策を策定しています。また、女性の管理職率を2025年までに30%まで引き上げることで、組織内の多様性と柔軟性を高めるための「ダイバーシティ・アドバンスメント・プラン（DAP）」を実施しており、これによりリスクへの対応力の向上を図っています。

リスク最小化の方針に関しては、全社員がリスク意識を持つことを目標に、継続的な教育と訓練を実施しています。これにより、技術革新や市場の動向、環境変化に迅速かつ適切に対応するための「アジャイル・リスク・アダプテーション・イニシアティブ（ARAI）」を展開しております。ARAIプログラムは、プロジェクトマネージメントの効率化と事故発生防止を重視しています。

その他には、地域社会との連携を深める取り組みを積極的に進めております。地元企業やNPOと協力し、子供たちの建設業界体験プログラムを実施することで、将来の人材育成にも寄与しています。同時に、地域の経済発展や雇用創出への貢献を目指して、「ローカル・パートナーシップ・ディベロップメント・プログラム（LPDP）」を立ち上げることで、地域社会への貢献と当社のビジネス成長を同時に促進しています。これらの多角的なリスク管理手法とサステナビリティへの取り組みにより、当社は業界内での競争力を維持し、持続可能な成長を実現する基盤を築いているのです。"
銀行 ,リスク管理に関する事項,気候関連リスク,コンプライアンスリスク,リスク管理委員会,リスク最小化の方針,その他,"当社は、サステナビリティに焦点を当てたリスク管理プロセスを通じて、継続可能な企業成長と社会的責任を両立させることに尽力しております。そのために、環境、社会、企業統治（ESG）の各指標に基づく包括的なリスクアセスメントを実施し、将来的なビジネス影響を予測し評価することで、企業価値の維持・向上を図っております。

気候関連リスクにおいては、温暖化の進行が企業活動に与える潜在的影響を重視しています。とりわけ、運用資産におけるカーボンフットプリントの把握を徹底し、2030年までに二酸化炭素排出量を2020年比で50%削減することを目標としております。さらに、当社はNCM（Non Co2 Movement）に基づき、エネルギー効率化と再生可能エネルギーへの投資拡大により、2050年を目処に完全なカーボンニュートラルを実現する計画を立てており、これに伴い、当該リスクのヘッジ戦略を策定しています。

コンプライアンスリスクに関しては、金融規制の変化が頻繁で複雑なため、他業種に比べてリスクの露出が高くなる傾向があります。そのため、当社は法令順守を確実に行うために、「クリアバンク・コンダクト・フレームワーク（CBCF）」を導入し、高度なリスク識別・対応システムを運用しています。内部の規制遵守体制の強化を積極的に推進する一環として、2021年には全従業員を対象としたコンプライアンス研修の受講率を99.8%まで向上させるなどの成果を挙げております。

リスク管理委員会においては、多角的な視点からリスク評価および緩和策の策定を行っております。委員会では、7名のメンバー（内3名が外部独立専門家）による定期的な会合を通じて、戦略的リスクマネジメントプロセスの見直しと強化を行い、当社のビジネス展開地における政治的変動や経済環境の変化に迅速に対応できる体制を整えています。2022年度は、主にコロナ後の経済回復期における市場変動リスクのモニタリングを強化しました。

リスク最小化の方針に関しては、事業の多様性を高めて単一市場への依存を避け、リスク分散を促進しています。特に、地域金融の将来性に注目し、アジア太平洋地域への貸出ポートフォリオをこれまでの10%から15%に拡大するとともに、リテールバンキング部門では、女性の管理職率を現在の15%から2025年までに25%に引き上げることを目標に掲げています。これにより、組織のダイバーシティと包摂性の向上を図りつつ、異なる視点からのリスク評価と対応策の発展を期待しています。

その他には、サイバーセキュリティリスクへの対応として、「デジタルシールド計画」を立ち上げました。これにより、最新のセキュリティ技術に基づいた防御体制を確立し、顧客情報および企業情報の保護に全力を尽くしています。また、資本レベルでは、強靭な財務基盤の維持に努め、不測の事態にも迅速かつ柔軟に対応できるように、一定の流動性リザーブを厳格に管理しております。これらの取り組みを通じ、当社はあらゆる外部環境変化においても安定した事業運営を維持し、ステークホルダーの皆様に安心をお届けできるように努めております。"
商社・卸売 ,リスク管理に関する事項,気候関連リスク,コンプライアンスリスク,リスク管理委員会,リスク最小化の方針,その他,"当社は、持続可能な経営を実現するため、様々なリスク管理戦略を策定し、精緻なリスク評価と効果的な対策の実施に注力しています。商社・卸売業の特性から、商品の調達、物流、市場動向の変化等、多岐にわたる要因がビジネス活動に関わるため、広範囲なリスク管理体制を構築し、日々の意思決定に反映しています。

気候関連リスクにおいては、地球温暖化の進行がもたらす長期的な市場への影響について注視しています。私たちは2030年までにCO2排出量を現状から50％削減し、2050年には完全に排出量ゼロとすることを目指す「NCM（Non CO2 Movement）」プロジェクトを推進しており、再生可能エネルギーを用いた物流手段の導入、環境に配慮したパッケージ材の使用などを進めることで、これを実現しています。また、サプライチェーン全体の環境負荷を減少させることを目指し、供給者に対しても環境管理のガイドラインを設け、共に取り組む協働体制を築いています。

コンプライアンスリスクに関しては、国内外の法規制の変更、特に輸出入に関連する規制に敏感に対応する必要があります。そのため、国際貿易法専門の法務チームを設置し、最新の法改正情報を常時監視する体制を整えています。このチームは、定期的に全従業員を対象としたコンプライアンス研修を実施し、法令順守と倫理観の高い企業文化の醸成に努めています。

リスク管理委員会においては、代表取締役を中心とした役員と業界専門家で構成され、月に一度の頻度でリスク状況の評価と対策の策定を行っております。この委員会は、市場動向、天候変動、サイバーセキュリティなどの各種リスク要因に対し、具体的なリスク評価指標を用いて分析し、緊急時の対応計画を含めたリスクマネジメントポリシーの定期的な見直しを行っています。

リスク最小化の方針に関しては、女性の管理職率を現在の15％から2025年までには25％に引き上げることを目標としています。これにより、リーダーシップ層の多様性と視点の拡充を図り、新たな市場ニーズへの対応力を高め、経営のリスク分散を推進しています。また、当社はデータ駆動型経営を推進し、リアルタイムでの市場データ分析に基づく迅速な意思決定を実現するシステム「DMAS（Dynamic Market Analysis System）」を導入しています。

その他には、事業の多角化を進めることで一つの市場や商品に依存するリスクを抑えつつ、各事業領域においてリム・リージョンズ・インサイトプロジェクト（LRIP）を展開し、地域特有の市場動向や文化を深く理解し、それぞれの地域に適した商品開発とサービス提供を強化しています。現実に即したリスク管理を通じて、当社はサステナビリティを核とした堅実な成長を目指します。"
自動車・輸送機 ,リスク管理に関する事項,気候関連リスク,コンプライアンスリスク,リスク管理委員会,リスク最小化の方針,その他,"当社は、持続可能性を経営戦略の中核と位置づけ、継続的な企業価値の創造と環境及び社会への貢献を着実に進めております。私たちは、自動車業界のリーダーとして、環境変化や市場ニーズに迅速に対応し、リスクを機会へと転換する能力を高めながら、企業の持続可能性を追求しています。

気候関連リスクにおいては、地球温暖化の影響による経済活動へのリスクが顕著になっています。当社では、2030年までに温室効果ガス排出量を物流活動を含め現行比で40%削減し、さらに2050年には当社の生産活動におけるCO2排出量を100%削減する目標の「NCM (Non CO2 Movement)」を推進しています。このために、脱炭素に向けた研究開発やリサイクルシステムの導入、低炭素のエネルギーへの転換、そして電動車両の開発・販売を進める等、具体的な対策を実施しています。

コンプライアンスリスクに関しては、国内外の法規制遵守を最優先とし、特に排ガス規制や安全基準を見越して、厳格な自己評価システムを設置し、常時監査を行っております。また、エンジニアリングチームはこれらの規制に適合する新しい車両デザインの開発に精力的に取り組んでおり、毎年、投資予算の約20%を研究開発に充てています。技術革新が進む中、車両の自動運転技術のさらなる向上にも注力しており、法規制や社会基準の変化に迅速かつ柔軟に対応できる体制を構築しています。

リスク管理委員会においては、各種リスクの評価と対策立案を行うため、定期的な会合を設けております。当委員会は、取締役会と直結しており、リスク管理の体制と情報の透明性を高めるため社長を含む経営陣、外部専門家を招聘しています。例えば、当社は製品の安全性を最優先に考え、品質管理部門と連携してリコールリスクを削減する取り組みに励んでおり、この戦略が広く評価されています。

リスク最小化の方針に関しては、全てのビジネスプロセスにおけるリスク識別、評価、対策の3ステップを遵守しています。具体的には、サプライチェーンマネジメントの強化を通じ、部品供給の遅延や停滞による生産停止リスクを低減させています。また、世界各国の市場状況や消費者トレンドの分析を行い、新しいモデルの開発や既存モデルの改善に活かしています。さらに、2025年までに女性の管理職率を30%に引上げる「Woman's Vision 2025」を策定し、経営層の多様性を確保して決定の質を高める施策を実施中です。

その他には、サイバーセキュリティリスクに対しても厳重な対策を講じています。当社は、顧客データの保護を最重要視し、外部のサイバーセキュリティの専門会社と協力し、最新の防衛技術を導入するとともに、全従業員に対するセキュリティ教育を徹底しています。これにより、データ侵害のリスクを最小限に抑えることができると考えています。当社のリスク管理体制は、市場の変化に対する柔軟性と同時に、堅牢さを持ち合わせており、経営陣からフロントラインまで、リスク意識が組織文化に深く根ざし、持続可能な成長を支えています。"
情報通信・サービスその他 ,リスク管理に関する事項,気候関連リスク,コンプライアンスリスク,リスク管理委員会,リスク最小化の方針,その他,"当社は、サステナビリティを企業戦略の中核に据え、リスクを積極的に管理し把握しながら、長期的な企業価値の向上と社会貢献を目指しています。環境、社会、ガバナンス（ESG）の各側面におけるリスクと機会を識別し、それらを効果的に管理することで、持続可能な成長を実現しています。

気候関連リスクにおいては、当社の情報通信サービス事業は特にデータセンターのエネルギー消費によるCO2排出量を減少させることが喫緊の課題であります。これに対応するため、2030年までにCO2排出量を100%削減することを目標とした「NCM（Non CO2 Movement）」を推進しており、既に2023年末時点で40%という削減を達成しています。再生可能エネルギーの利用拡大、高効率の冷却システムの導入、また最新の省エネルギー技術によるインフラ更新などを通じて、この目標の達成に全力を注いでいます。

コンプライアンスリスクに関しては、情報の管理や保護、プライバシーの尊重が当社事業の根幹をなす、非常に重要なファクターであると認識しています。このため、個々の従業員に対する定期的な法規制遵守研修、内部通報システムの整備、取締役会直轄のコンプライアンス委員会の設置など、コンプライアンス体制の強化に努めています。具体的な取り組みとしては、2022年度におけるデータ保護遵守率を99.8%に達成し、外部第三者機関によるコンプライアンス監査も毎年受けており、その結果は公表しています。

リスク管理委員会においては、様々なリスクを正確に評価、対応する体制を取っています。特に、当委員会では分科会を設け、環境リスク、社会リスク、ガバナンスリスクそれぞれ専門を持つメンバーにより詳細な議論を毎月行い、四半期ごとに取締役会へ報告することで透明性のある意思決定を支援しています。2023年度からは、リスク評価メトリクスを導入し、具体的な数値に基づくリスク評価・対策立案に取り組んでいます。

リスク最小化の方針に関しては、2025年までに女性の管理職率を30%に引き上げるという「Diversity Enhancement Plan」や、サービス提供過程で生じる社会的問題への対応を明らかにする「Service Responsibility Guidelines」の制定に力を入れています。これらの施策は、組織の多様性を受け入れることと、サービス提供の公正と倫理を重んじる姿勢を通じてリスクを軽減し、社会に対する信頼構築に繋がっています。

その他には、サプライチェーンのリスク管理強化のために、2024年度末までに全ての主要サプライヤーと「Sustainable Supply Chain Accord」を締結することを目標にしています。これにより、サプライヤー自身の環境保護や労働条件の向上が当社の事業にも好影響を及ぼし、最終的なサービス品質と顧客満足度の向上に寄与すると考えています。また、地域社会との連携を深める「Community Partnership Program」により、事業が直面する可能性のある社会的リスクへの理解とその対処を強化しています。"
小売 ,リスク管理に関する事項,気候関連リスク,コンプライアンスリスク,リスク管理委員会,リスク最小化の方針,その他,"当社は、サステナビリティへの取り組みを経営戦略の中核に位置づけています。2020年度に策定した「Green Retail 2025」計画の下、自然資源の保全、環境負荷の軽減、社会的責任の履行を目指し、さまざまなリスク管理策を導入・実施しています。これらの取り組みは、当社の利害関係者である顧客、従業員、株主、地域社会に対して透明性と説明責任を果たすために欠かせません。

気候関連リスクにおいては、「NCM（Non CO2 Movement）」計画を推進しており、2030年までにCO2排出量を2019年比で100%削減することを目標に掲げています。具体的には、全店舗のエネルギー源を再生可能エネルギーに転換し、物流車両の電動化及び最適化ルートプランニングを導入することで、物流におけるCO2排出量を30%削減しました。また、売場のデザインを最適化することで冷暖房の効率を20%向上させることに成功し、これにより排出削減への大きな一歩を踏み出しています。

コンプライアンスリスクに関しては、国内外の法規制への順応を徹底しています。特に、当社の海外調達部門は、各国の労働法や環境法に精通した専門チームを設け、厳格な監査体制を構築しております。2019年に導入した「Fair Partner Program」により、サプライチェーン全体の公正な取引を促進し、不正行為や人権侵害のリスクを徹底的に排除しています。

リスク管理委員会においては、定期的にリスク評価を行い、予期せぬ事態に迅速に対応できる体制を確立しています。2021年からは、AI技術を活用したリスク検知システムを導入しており、市場動向や社会情勢の変化をリアルタイムで捉え、必要に応じて経営方針や戦略を調整することで、ビジネスの安定性と持続性を高めています。

リスク最小化の方針に関しては、全ての店舗および従業員に「リスクアウェアネス」の意識を植え付け、隆盛の継続を図っています。環境、健康、安全に対する教育を年間計画に基づき一貫して行い、2022年には女性の管理職率を20%に引き上げることで、多様な視点からリスクを発見し対応するフレームワークの充実を図りました。

その他には、パンデミックや自然災害に関連するリスクに備え、2021年度には「ビジネス継続計画（BCP）」を全面的に見直し、経営のレジリエンスを強化しました。地域別災害対策チームを設置し、緊急時の物資供給や避難所への協力体制を確立することで、当社の責任ある企業行動を具現化しています。これらの多角的なアプローチは、当社がサステナビリティのリーダーであることを裏付けるものです。"
運輸・物流 ,リスク管理に関する事項,気候関連リスク,コンプライアンスリスク,リスク管理委員会,リスク最小化の方針,その他,"当社は、運輸・物流業界特有のサステナビリティに密接に関連したリスクを総合的に評価し、それに対応する戦略を積極的に実行することで長期的視点のリスク管理を行っています。私たちの事業は地球環境に大きな影響を及ぼすため、温室効果ガス排出量の削減、エネルギー効率の高い輸送手段の導入、リサイクル可能な包装材料への転換といった、環境に配慮した事業展開が必要不可欠です。持続可能なサプライチェーンの構築を目指しており、業界内でリーダー的存在となることを目指しております。

気候関連リスクにおいては、自然災害の頻発化や予測不能な気候変動によって、国際物流網に甚大な影響を及ぼす可能性があります。このため、天候データや気候変動予測を駆使した運行管理システム「WACS（Weather Adaptation Control System）」を開発し、運行ルートの最適化と事前のリスク回避を図っています。また、2030年までにCO2排出量を50%削減する目標を掲げ、電気自動車や航空機の燃料効率改善計画「ECO-LOGISTICS 2030」を進めています。

コンプライアンスリスクに関しては、国際的な規制が厳格化する中で、当社は法令遵守を社内文化として徹底しています。具体的には、国際輸送における関税法、環境法、労働法などの順守を厳守し、遵法精神を組織全体に浸透させています。これにより、国際物流におけるコンプライアンス違反による損失リスクを最小限に抑え、企業の信頼性と安定性を高めています。

リスク管理委員会においては、経営者及び各部門のスペシャリストが集い、四半期ごとにリスク評価と対策の立案を行っています。こうした組織的アプローチにより、配送の遅延、情報セキュリティの侵害、法規制の更新など、あらゆる側面からのリスクを迅速に捉え、適切な対応策を講じられる体制を実現しています。

リスク最小化の方針に関しては、「Proactive Risk Management（PRM）」の考え方を取り入れ、事前のリスク予測とその回避、削減に注力しています。たとえば、AIを活用した事故発生予測システムを導入し、リアルタイムに各車両の事故リスクを監視し、事故件数を年間5%削減する取り組みを行なっています。

その他には、社会的責任の観点から女性の活躍を推進し、2035年までに管理職率30%を達成するための「Diversity Advance Project」を立ち上げております。また、地域コミュニティへの貢献として、廃棄物の削減を目標とした回収・リサイクルプログラム「Circular Initiative」を始動しています。これらの方策を通じ、企業価値の持続的な向上を目指しております。"
不動産 ,リスク管理に関する事項,気候関連リスク,コンプライアンスリスク,リスク管理委員会,リスク最小化の方針,その他,"当社は、不動産産業におけるサステナビリティの推進を極めて重要な経営課題と位置づけています。弊社は、不動産管理におけるエネルギー効率の向上や長期保持資産の価値維持を目的として、環境と社会に貢献する「Sustainable Property Initiative」を策定し、その実行に努めております。この取り組みは、物件の環境性能評価を実施し、その結果を改善計画に反映させると共に、2035年までに当社が所有する全物件でのエネルギー消費の30%を再生可能エネルギーに切り替えることを目標にしています。

気候関連リスクにおいては、地球温暖化の進行による自然災害の頻発とその影響を踏まえ、当社所有の物件における気候変動適応策を講じています。具体的には、物件の耐洪水性能向上、緑化施策の拡大、「Green Roof Project」による屋上緑化の推進等により、温室効果ガスの排出量削減といった環境への負荷低減に努めると共に、2030年までにCO2排出量を100%削減するための「NCM（Non Co2 Movement)」を立ち上げ、すべての物件がこの基準に達成するよう努めています。

コンプライアンスリスクに関しては、土地利用規制、建築基準法等の法律や規制に対する厳格な遵守を徹底し、業界でも屈指の「Legal Compliance Rating」を95%以上維持しています。また、社員研修の充実により、不動産業界の法規制に関する最新の情報を適時に全社員に浸透させる体制を整えております。更には、グローバルスタンダードであるREITs倫理規定に基づいた業務執行基準の構築と周知徹底も実施しています。

リスク管理委員会においては、CRO（Chief Risk Officer）を中心に構成し、月次でリスク状況の評価と分析を行い、その報告を経営層に直接提出する体制を確立しています。この委員会は多岐にわたるリスクデータを扱い、不動産市場の動向、テナントの信用リスク、災害リスクなどを総合的に把握し、リアルタイムでの対応計画を立案します。2022年には、リスク情報共有システム「Risk Portal」を導入し、より効率的で透明性のあるリスク管理プロセスの運用に至っています。

リスク最小化の方針に関しては、「Zero Risk 2040」というビジョンのもと、企業価値と資産価値の保護を図りながら、リスク対応能力の向上を図っています。この方針の下、定期的な物件評価とリスクアセスメントを行い、修繕計画や緊急時対応プロトコルの改善を継続的に進めております。また、不動産の持続可能性を考慮した「リノベーション・フォーサスティナビリティ」計画を策定し、老朽化した物件の再生に取り組んでいます。

その他には、社会的な要請に応じた多様性と包摂性の向上、労働力の持続可能性の向上にも注力しています。女性の管理職率を20%に向上させた「Women's Leadership 2020」プログラムの成功に引き続き、「Diversity & Inclusivity 2030」計画のもと、更なる多様性の実現を目指しています。これらの取り組みを通じて、当社はサステナブルな不動産産業のリーダーとして社会に貢献すると同時に、リスクに対する包括的な管理により、安定した企業価値の成長を目指しております。"
食品 ,リスク管理に関する事項,気候関連リスク,コンプライアンスリスク,リスク管理委員会,リスク最小化の方針,その他,"当社は、サステナビリティに関するリスク管理を重視し、事業継続性と企業価値の増大に資する戦略的な取り組みを行っています。持続可能な経営は、社会的な期待と規制の厳格化に伴い、企業成長の不可欠な条件となっております。食品業界においては、環境変化や消費者の意識向上に伴うサステナブルな製品需要の増大、原料調達におけるエシカルな配慮が特に重要視され、それらに適応できるかが企業の競争力を左右する要因です。この認識のもと、私たちは全事業領域にわたり環境、社会、企業統治（ESG）のリスク評価と対策を進めております。

気候関連リスクにおいては、地球温暖化に伴う気候変動が農業生産に大きな影響を及ぼす可能性があることを認識しています。当社では2030年までにCO2排出量の100%削減を目標に定めた「NCM（Non-CO2 Movement）」計画を策定し、再生可能エネルギーの使用拡大、ロジスティクスの最適化、省エネルギー設備の導入など具体的な取り組みを進めております。加えて、原材料調達に際しては、持続可能な農業推進に関する国際基準である「SGP認証（Sustainable Good Practice）」を取得した供給者からの仕入れ比率を80%以上に引き上げることを目指し、気候リスクを低減させる策を講じています。

コンプライアンスリスクに関しては、法規制遵守はもちろん消費者の信頼を損ねないための自主的な行動基準の設定が必要です。当社では法令遵守体制の強化を目的とした「Compliance Action Framework（CAF）」を実施し、全従業員に対する定期的な研修、監査体制の洗練を進めています。特に、食品安全に関わるリスクマネジメントでは、HACCPに基づいた徹底した品質管理を実施し、万全の体制で消費者の健康と安全を守っております。

リスク管理委員会においては、外部の専門家を含む多岐にわたるメンバーによる全社的リスク監視機能を設けています。この委員会は四半期ごとに開催され、業界動向、社会情勢の変化を踏まえたリスクアセスメントを実施し、それに基づいた中長期的な戦略の見直しを行います。2022年度からは、女性管理職率を20%に引き上げて多様な視点と決断の迅速性を担保する「Gender Inclusive Management Initiative（GIMI）」もこの委員会のもとで推進されています。

リスク最小化の方針に関しては、当社では品質、環境、サプライチェーン管理、労働安全衛生などの面からリスクヘッジを実施しております。高品質な製品を継続的に市場へ供給するため、積極的なリコール防止策や不測の事態に備えた代替原材料の確保、労働者の福利厚生の向上などを行なっております。

その他には、社会的責任を果たすための「CSR Excellence Program」を推進し、地域社会やステークホルダーとのコミュニケーションを図りながら、社会的価値の創出とビジネス戦略を一致させた取り組みを行っています。これらの施策により、営業の社会的評価を高め、持続可能な成長と株主価値のあり続ける最大化を図ってまいります。"
エネルギー資源 ,リスク管理に関する事項,気候関連リスク,コンプライアンスリスク,リスク管理委員会,リスク最小化の方針,その他,"当社は、持続可能な経済発展と環境への貢献を目指しており、サステナビリティに関するリスク管理を高度なレベルで実施しています。現実にはエネルギー産業は様々なリスクが存在しますが、当社はそれらに対し、先見的かつ実効性のある管理手法を取り入れております。

気候関連リスクにおいては、温暖化の進展に伴い、国際的な規制が厳格化している現状を鑑み、当社では2030年までにCO2排出量を現在値より50%削減し、2050年には「Net-Zeroエネルギープロジェクト」に基づいて完全な排出量ゼロを目指しております。このために、再生可能エネルギーへの投資を加速させ、2025年までに当社エネルギー出力の30%を太陽光発電、風力発電に依存することで、この実現に向けて具体的な歩みを進めています。

コンプライアンスリスクに関しては、国内外を問わず、法規制の変化に継続的に適応しながら事業を進める必要があり、この点において当社は先進的なリーガル・コンプライアンス体制を構築しています。2021年度には、CRA(Corporate Risk Assessment)プログラムを導入し、全ての事業活動における法令遵守を厳格にチェック。同年度における産業廃棄物処理の法規制違反はゼロという結果を達成しております。

リスク管理委員会においては、社内外の専門家を含む多角的な視点からリスクを評価し、経営戦略と連携した効果的なリスク管理計画を策定しています。当委員会では、四半期ごとに「ENSURE(エネルギーセキュリティ・ユニファイドリスク評価)」を実施し、その結果に基づいて戦術的なリスク対策を調整しております。

リスク最小化の方針に関しては、技術革新に投資し、効率的で安全な作業環境を確保することを最優先事項としています。例えば2022年に導入した「Advanced Safety Monitoring System（先進安全監視システム）」は、作業員の安全を確保し、事故リスクを60％以上削減しました。また、当社は女性やマイノリティの管理職率を2025年までに30%に増やし、多様性と包摂性をもってリスク管理の選択肢と解決法を広げています。

その他には、地域社会との関係構築にも力を入れております。当社の「Community Engage Program」は、地域企業やNPOと協力し、エネルギー資源の持続可能な利用と教育プログラムを推進し、地域コミュニティのリスク共有とソリューション創出に注力しています。さらに、サプライチェーン全体において「Sustainable Supply Chain Policy」を導入し、取引先の環境保護と労働基準の向上を推進して、業界全体のリスク低減を図っております。"
機械 ,リスク管理に関する事項,気候関連リスク,コンプライアンスリスク,リスク管理委員会,リスク最小化の方針,その他,"当社は、持続可能な成長と企業価値の向上を目指すため、厳格なリスク管理体制を敷いております。これは、当社が直面する様々なリスクを見極め、対策を講じることを通じて、ビジネスの持続可能性を高めるためです。このチャプターでは、サステナビリティの観点から見たリスク管理について詳述します。

気候関連リスクにおいては、当社は「Climate-Smart Initiative（CSI）」プログラムを実施し、2030年までにCO2排出量を100%削減する目標を掲げています。このため、運用する全工場で再生可能エネルギーの導入を進めており、2022年現在で、75%の施設がソーラーパネルや風力タービンなどを活用しております。さらに、供給チェーン全体でのカーボンフットプリントを20%削減するため、「Green Supply Chain Project」を立ち上げ、協力企業と共に低炭素技術の導入を推進しております。

コンプライアンスリスクに関しては、特に当社の事業において重要な環境規制と労働法遵守に注力しています。2021年度には「Compliance Excellence Program（CEP）」を発足させ、一連の社内教育と監査を実施し、規制違反のリスク低減を図っております。このプログラムにより、過去一年間で違反件数は30%削減し、特に廃棄物の不適切な処理や不正労働の報告ケースが著しく減少しました。

リスク管理委員会においては、現実のリスクシナリオを基にした徹底的な検証作業を行っています。当委員会は、社内外の専門家で構成され、月次で集まり、リスク評価や対策計画の策定を行っています。この委員会は、AIを活用したリスク予測モデルの開発にも積極的に関わり、リアルタイムでのリスクモニタリングを強化しています。

リスク最小化の方針に関しては、全社員がリスク意識を共有し、予防的対策を自律的に行う文化を醸成することを目指しております。2023年度には、「Risk-Awareness Enhancement Program（RAEP）」を全社で展開し、リスク管理に関するオンライン研修の受講を全従業員に義務付けました。それにより、環境リスクや安全リスクに対する認識が高まり、現場レベルでの迅速な対応が可能になりました。

その他には、社会的リスクへの対応も強化しております。具体的には、女性の管理職率を現在の15%から2025年までに25%まで引き上げる「Women's Leadership Advancement Program（WLAP）」を進行中であり、ダイバーシティとインクルージョンを推進することで、革新的な組織文化の構築を図っています。また、情報セキュリティについても、サイバー攻撃からの防御強化のため、「Security Fortress Project」を実施し、2022年には外部からの侵入試行を46%低減しました。

このように当社では、サステナビリティに関するリスク管理に全方位で注力しています。これらの取り組みは、企業の長期的な成功のために不可欠であり、ステークホルダーの皆様の信頼を得て、より良い未来へと導くことができると確信しております。"
医薬品 ,リスク管理に関する事項,気候関連リスク,コンプライアンスリスク,リスク管理委員会,リスク最小化の方針,その他,"当社は、サステナビリティにおけるリスク管理を経営の重要課題と捉えており、特に医薬品産業の特性を考慮したリスク管理体系を構築しています。我々の業務は人々の健康と直接関連しているため、製品の安全性、効果性に関するリスクはもちろんのこと、長期にわたり持続可能な供給チェーンを維持することが不可欠です。そのため、原材料の調達から製品の廃棄に至るまで、ライフサイクル全般にわたる環境影響を評価し、持続可能な資源の利用を目指した「エコ・ヘルスイニシアチブ2025」を立ち上げています。

気候関連リスクにおいては、地球温暖化の影響による原料調達の不確実性や製造プロセスにおけるエネルギー消費の削減などを課題としている。このため、2030年までにCO2排出量を100%削減する目標を掲げた「NCM（Non-Co2 Movement）」を策定し、再生可能エネルギーへの全面移行、研究開発施設及び工場の省エネ化を推進しています。また、供給チェーン全体のカーボンフットプリントを算定し、排出量を減少させるための具体的な行動計画を各パートナー企業と共同で策定するなど、セクター横断的な連携を強化しています。

コンプライアンスリスクに関しては、最新の法規制への対応は勿論、倫理的なビジネス慣行を徹底するために「グローバルコンプライアンスプログラム」を実施しています。これには、従業員に対する定期的な法令遵守研修の実施、内部告発制度の整備、第三者による定期的な監査と評価を含んでいます。その結果、社員の法令遵守意識に対するアンケート調査では、過去5年間で95%以上の社員が「常に法規制に従って行動している」と回答しています。

リスク管理委員会においては、当社の経営陣及び外部の専門家によって構成され、四半期ごとにリスクの評価と監視を行っています。具体的には、新興市場における政治的不安や疫病の流行といった外部環境の変化から、製品リコールや訴訟リスクなど企業運営に直接関連する事項まで、多角的にリスクを評価し、それに応じた対策を講じています。当社のリスクマップとヒートマップを活用し、リスクの優先度を定め、対応策を効率的に展開しています。

リスク最小化の方針に関しては、全従業員が安全で健康的な職場環境で働けることを重視し、「健康経営活動」として従業員への定期的な健康診断、ストレスチェック、予防接種プログラム、及びメンタルヘルスのためのEAP（Employee Assistance Program）の提供を通じ、健康リスクの予防に努めています。また、2025年までに女性の管理職率を30%に引き上げるという「ダイバーシティ・エクセレンス2025」プロジェクトを推進し、人財の多様性と活躍を促進しています。

その他には、製品のリコールや訴訟リスクに備えたリスク保険の加入、研究開発過程でのバイオセキュリティ対策の徹底、サイバーセキュリティリスクに対する防御システムの整備などを行っており、これにより業界が直面する様々なリスクに対して、当社独自のリスク緩和戦略を展開しています。さらに、先進的な技術を駆使した新薬の開発や、社会・環境貢献を核とした事業戦略など、サステナビリティの実現に向けて継続的な投資を行い、当社の長期的な企業価値向上を図っています。"
